imagename,RowSpacinge,WordSpacinge,FontSize,FontShape,FontInclination,ImagePath,id
033-P16.png,稀疏,紧凑,小,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/033-P16.png,033
033-P17.png,稀疏,紧凑,小,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/033-P17.png,033
033-P18.png,稀疏,紧凑,小,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/033-P18.png,033
033-P19.png,稀疏,紧凑,小,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/033-P19.png,033
033-P20.png,稀疏,紧凑,小,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/033-P20.png,033
034-P16.png,适中,紧凑,中,方,左1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/034-P16.png,034
034-P17.png,适中,紧凑,中,方,左1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/034-P17.png,034
034-P18.png,适中,紧凑,中,方,左1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/034-P18.png,034
034-P19.png,适中,紧凑,中,方,左1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/034-P19.png,034
034-P20.png,适中,紧凑,中,方,左1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/034-P20.png,034
035-P16.png,稀疏,紧凑,小,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/035-P16.png,035
035-P17.png,稀疏,紧凑,小,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/035-P17.png,035
035-P18.png,稀疏,紧凑,小,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/035-P18.png,035
035-P19.png,稀疏,紧凑,小,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/035-P19.png,035
035-P20.png,稀疏,紧凑,小,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/035-P20.png,035
036-P16.png,稀疏,适中,小,方,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/036-P16.png,036
036-P17.png,稀疏,适中,小,方,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/036-P17.png,036
036-P18.png,稀疏,适中,小,方,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/036-P18.png,036
036-P19.png,稀疏,适中,小,方,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/036-P19.png,036
036-P20.png,稀疏,适中,小,方,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/036-P20.png,036
037-P16.png,稀疏,稀疏,小,方,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/037-P16.png,037
037-P17.png,稀疏,稀疏,小,方,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/037-P17.png,037
037-P18.png,稀疏,稀疏,小,方,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/037-P18.png,037
037-P19.png,稀疏,稀疏,小,方,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/037-P19.png,037
037-P20.png,稀疏,稀疏,小,方,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/037-P20.png,037
038-P16.png,适中,紧凑,中,长,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/038-P16.png,038
038-P17.png,适中,紧凑,中,长,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/038-P17.png,038
038-P18.png,适中,紧凑,中,长,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/038-P18.png,038
038-P19.png,适中,紧凑,中,长,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/038-P19.png,038
038-P20.png,适中,紧凑,中,长,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/038-P20.png,038
039-P16.png,稀疏,稀疏,大,圆,右2,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/039-P16.png,039
039-P17.png,稀疏,稀疏,大,圆,右2,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/039-P17.png,039
039-P18.png,稀疏,稀疏,大,圆,右2,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/039-P18.png,039
039-P19.png,稀疏,稀疏,大,圆,右2,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/039-P19.png,039
039-P20.png,稀疏,稀疏,大,圆,右2,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/039-P20.png,039
040-P16.png,稀疏,适中,中,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/040-P16.png,040
040-P17.png,稀疏,适中,中,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/040-P17.png,040
040-P18.png,稀疏,适中,中,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/040-P18.png,040
040-P19.png,稀疏,适中,中,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/040-P19.png,040
040-P20.png,稀疏,适中,中,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/040-P20.png,040
041-P16.png,稀疏,稀疏,小,方,左1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/041-P16.png,041
041-P17.png,稀疏,稀疏,小,方,左1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/041-P17.png,041
041-P18.png,稀疏,稀疏,小,方,左1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/041-P18.png,041
041-P19.png,稀疏,稀疏,小,方,左1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/041-P19.png,041
041-P20.png,稀疏,稀疏,小,方,左1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/041-P20.png,041
042-P16.png,稀疏,适中,小,方,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/042-P16.png,042
042-P17.png,稀疏,适中,小,方,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/042-P17.png,042
042-P18.png,稀疏,适中,小,方,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/042-P18.png,042
042-P19.png,稀疏,适中,小,方,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/042-P19.png,042
042-P20.png,稀疏,适中,小,方,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/042-P20.png,042
043-P16.png,紧凑,紧凑,大,圆,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/043-P16.png,043
043-P17.png,紧凑,紧凑,大,圆,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/043-P17.png,043
043-P18.png,紧凑,紧凑,大,圆,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/043-P18.png,043
043-P19.png,紧凑,紧凑,大,圆,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/043-P19.png,043
043-P20.png,紧凑,紧凑,大,圆,右1,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/043-P20.png,043
044-P16.png,稀疏,紧凑,中,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/044-P16.png,044
044-P17.png,稀疏,紧凑,中,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/044-P17.png,044
044-P18.png,稀疏,紧凑,中,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/044-P18.png,044
044-P19.png,稀疏,紧凑,中,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/044-P19.png,044
044-P20.png,稀疏,紧凑,中,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/044-P20.png,044
045-P16.png,稀疏,适中,小,方,竖直,G:\DataSet\HWDB\2.0\HWDB2.0page2\pad/045-P16.png,045
